code,section,open,high,low,volume,market_cap,foreigner_rate,inst_buy,KOSPI,KOSDAQ,NASDAQ,exchange_rate,HangSeng
A014570,KOSDAQ,0.99239835316253,0.995109963504559,0.995541085719292,0.234563150287023,1.0,0.244408187064002,-0.00391396026070483,0.698385587596579,0.826210042552235,0.736601061710675,0.178627817302779,0.251016219721058
A014620,KOSDAQ,0.997286202362093,0.998796624683726,0.998751799159093,-0.0826836487000405,1.0,0.584172405687024,0.0495455965740255,-0.251032727299722,-0.417065889556523,-0.454141025752798,-0.708140266715775,-0.0640028282810931
A014940,KOSDAQ,0.996395151079955,0.996589432497295,0.998027134983602,0.0705818008600656,0.98384208467462,-0.247003082416503,0.00256348035402917,0.209945648766581,0.0227835312924839,-0.00915401510077139,-0.402063379385816,-0.181543838468329
A014970,KOSDAQ,0.99250304695853,0.995034923127257,0.995490178806816,0.308425947125047,0.999999999964196,0.0583453439042824,0.00718714539672126,0.327202833867137,0.427828380079254,0.541570509841064,0.520580198033772,0.042073121015644
A015710,KOSDAQ,0.994557490133423,0.996659732525101,0.997054183079882,0.165814616774406,0.999999999983326,-0.3826462184936,0.00479087214298173,-0.166600789492718,-0.0219458908784594,-0.337819761852834,0.0833780427056617,-0.154025547976899
A015750,KOSDAQ,0.998582170165205,0.999360486666684,0.999370917977197,-0.0301838599040401,0.96621261886705,0.790342414502898,-0.0351714551915267,-0.202619969382339,-0.403938621384239,-0.50112342551189,-0.620196267266052,-0.205342227884135
A016100,KOSDAQ,0.997964605605486,0.999102389308396,0.998926257310543,0.326695941005061,0.999995489336451,0.585930700837653,-0.0796669151250039,-0.290984758145033,-0.142973516404392,-0.442230276099236,-0.109981619431986,-0.0820578505357376
A016250,KOSDAQ,0.996199512938818,0.998369378527284,0.998104985992778,0.030649434422659,0.780636284673463,-0.00352109603246984,0.0392402637305737,0.311745179588552,0.380197482125298,-0.0099671258994733,-0.107982510615486,0.104056323182851
A016600,KOSDAQ,0.993947393029316,0.996486120733293,0.996542216054559,0.196252096352679,0.818168991978965,-0.162100898225454,-0.00923914887433167,0.0696137253789704,0.103780943280608,-0.0884558884520329,0.0573296325504885,0.0346432829417978
A016670,KOSDAQ,0.993851093491803,0.996617625703104,0.996974790287972,0.0575156021283229,0.719715261521719,0.00927094314485816,0.0335911045642406,-0.488645737567147,-0.391293202660163,-0.590169286701615,0.109630559126143,-0.325241988681906
A016790,KOSDAQ,0.984620944125638,0.991649890377456,0.990282859150209,0.336330911685429,0.999999999962473,-0.526156304254537,-0.167089164562414,0.0566892401500772,0.190349325539972,-0.239911297659601,-0.526880749633884,0.104067031700034
A016920,KOSDAQ,0.994806968870905,0.996471805300596,0.997147867127559,0.380018205857511,0.959186773577976,-0.0305847271449142,0.0126254426854974,0.670964079297792,0.573121560847827,0.488691607028407,-0.111877463121856,0.0717064800538983
A017000,KOSDAQ,0.992738118682041,0.995911708655346,0.995751235394556,0.230510952103121,0.997093199550804,-0.219239709264551,0.00432190585563452,0.460025384803213,0.357286515142029,0.140405402905869,0.0728440449802938,0.0484596017586641
A017250,KOSDAQ,0.987764472016825,0.990584580373167,0.994367824531238,0.491385125352747,0.984576672185152,0.0315346875593552,-0.0241364884611592,-0.375565069708814,-0.40724990302019,-0.501308931918657,-0.0513519546704933,-0.0386232030231642
A017480,KOSDAQ,0.990196510712187,0.993682453777078,0.994079133876516,0.328873049453281,0.999999999786102,0.0936247308698287,-0.0801184143008154,0.654897073654004,0.559766976975675,0.369913346970203,-0.228102637071071,0.212764499556433
A017510,KOSDAQ,0.992491794085759,0.995625845353698,0.996790419380151,0.326754407830612,0.99999999994185,0.272873950912717,0.0294680126824054,0.235846743658577,0.324320234178895,0.0929811898241658,-0.247034275744965,0.282233078267103
A017650,KOSDAQ,0.995641393475598,0.99717913641051,0.997902867394335,0.141731367924075,1.0,0.58933339910149,-0.0153528470420467,0.748798477038602,0.713590410447272,0.702189227045184,0.0909566197872623,0.239510700341069
A017890,KOSDAQ,0.995523480583503,0.996076917339292,0.997942328140765,0.290635836213437,0.999999999990049,-0.535596282151881,0.0283587912544746,0.585350447726785,0.703053696328882,0.723970776889781,0.365456082074924,0.140451410550236
A018000,KOSDAQ,0.996502163451849,0.998490723121135,0.997942902533467,0.293609851745968,0.913342677157129,-0.394359887768481,-0.00102504295901088,0.729103343812822,0.648692178417182,0.463351753333983,-0.38252656883079,0.237114264853414
A018120,KOSDAQ,0.992547019619802,0.993215355309598,0.995323398360652,0.038144873072032,0.933797464040563,-0.0400687551769716,0.00416592205874387,0.0928046633883436,0.258093684097169,-0.0618594175681348,0.218648158882653,0.0226276907344275
A018290,KOSDAQ,0.994779338045407,0.995991342456968,0.996792164652497,0.192767615571084,0.394015620520146,0.259420226757475,-0.0130294285715035,-0.0159469259004271,-0.0417447595103353,0.211723027997067,-0.183207890508825,0.0735258458263594
A018310,KOSDAQ,0.997655229134482,0.999070122496638,0.99872244454292,0.187935202215704,0.91784880267979,-0.091149839490068,0.029927033406234,-0.281253949962286,-0.363463420779228,-0.520741316718986,-0.532601187396167,-0.165739737034206
A018620,KOSDAQ,0.995408893185504,0.996719561107117,0.997210100943258,-0.028123433248611,0.392682213382133,0.445745689108039,0.0198692558768086,-0.00908688504527568,0.0788063858408703,-0.19835131574484,0.177575157116898,-0.0811413331207026
A018680,KOSDAQ,0.990604230903823,0.993508305322772,0.995049295383717,0.000780784342662531,0.951039351073348,-0.338620036586574,-0.0154765499862286,-0.114059024820504,0.0649862284647701,-0.343462643637356,-0.156905921179766,-0.138071047901688
A018700,KOSDAQ,0.995061160239962,0.997521936200962,0.997166846423993,0.127964904760866,0.800884199870841,-0.0137668834866387,-0.00957877574229902,-0.187244747837357,-0.283025972265678,-0.298140813831411,-0.111724027451486,-0.163978846195359
A019010,KOSDAQ,0.99669847930838,0.997251857831489,0.998447531482736,0.192792688293003,0.999999999976137,0.641747341648216,-0.0127900547960214,0.570433266270279,0.621936248552654,0.667690109382394,0.377922530895248,0.27568448016385
A019210,KOSDAQ,0.996346574748324,0.998558844042205,0.998239109425035,0.0501294340324921,0.931718764724905,-0.225522114996673,0.145622338034479,0.0197666462624287,0.047369066606625,-0.402797656217899,-0.486345552330576,0.146379401685485
A019540,KOSDAQ,0.998256198787434,0.99901652009897,0.999042454434075,-0.073050695752113,0.999999999976875,0.507655218533821,-0.0465150862482637,-0.384004173830245,-0.516759328370302,-0.55233890137142,-0.458518121655628,-0.261373964062537
A019550,KOSDAQ,0.994197896781264,0.996963874358581,0.996610142568914,0.406358378971504,0.999999999990774,0.2625823426439,0.0451332566281599,0.870302286446456,0.889340121310262,0.656062691298911,-0.101780411133007,0.324896002866227
A019570,KOSDAQ,0.996302659658097,0.997649829232478,0.998213556881467,0.10321384566067,0.777935095851659,-0.212886430151763,0.0126668507759393,-0.0406270898909595,0.00560826047639861,-0.105151240969922,0.183275071219931,-0.177436472184097
A019590,KOSDAQ,0.991503471878566,0.990374902662288,0.99377217792718,-0.050681750697698,0.751817869862657,-0.40424119892472,-0.0347411385573344,-0.0620242485793067,0.250391506603578,0.112191914344788,0.387357409213949,0.0576346519172999
A019660,KOSDAQ,0.99463890095548,0.99758866809689,0.997162014318398,0.106116477484786,0.959817406466618,0.136994038783509,0.0254759176494641,0.133521858856215,0.309705361950144,0.0500554913919726,0.279826898191052,-0.0877140544335784
A019770,KOSDAQ,0.995736823389336,0.997171557049956,0.997370441061634,0.316775990083851,0.999999999947532,-0.378824506316845,0.00796238058591505,0.616367453018211,0.385440756694317,0.322458256603869,-0.290181067982821,0.0220879913158058
A019990,KOSDAQ,0.993314900191449,0.99577486153008,0.996888305973721,0.373847834898529,0.986641468346052,0.00919102429324499,-0.048009371690467,0.729610437552438,0.595516988723493,0.415146089278162,-0.154781855593455,0.199066071299951
A020180,KOSDAQ,0.994485340687969,0.99691971060445,0.996912898071415,0.315061250866646,0.999999999895978,-0.103549165198304,0.0004390556410022,0.422247307889527,0.421580954171544,0.38037877555644,0.251587814969494,-0.00298194506210415
A020400,KOSDAQ,0.989987397656211,0.990227645070646,0.994393943285412,0.203025459565254,0.959435027219254,0.548550953094455,-0.0990308793346096,0.56532296679121,0.65571520900413,0.601827499124175,0.256342590316056,0.315310719865335
A020710,KOSDAQ,0.99224114438109,0.995550660709277,0.995735808603016,0.15061259668762,0.999999999945262,0.281905041284313,0.00299357669267106,0.454353845405291,0.581779940191949,0.180203555031856,0.0522521507571827,0.220986637285017
A021040,KOSDAQ,0.989662307532967,0.991313052188985,0.994706043813914,0.139567070747324,0.781120095967043,0.236772405695527,0.0111712158224517,-0.0796084703957179,0.096978185012169,-0.253474493051905,-0.0610180600639415,0.00883419051609388
A021045,KOSDAQ,0.986192902519057,0.990905631687411,0.993120151587653,0.367077342654856,0.999999992175532,0.19547314796107,0.00846168337723249,0.169046373925709,0.278790684696483,0.164575912498576,0.37812495346122,0.0439044234481159
A021080,KOSDAQ,0.991178950206675,0.996052212180256,0.99471483097886,0.339304453921778,0.999362420598594,0.105287576244267,0.0661284562022017,0.693073471585545,0.787558037929989,0.445227942231495,-0.148376944342609,0.266495070986843
A021320,KOSDAQ,0.991798102687078,0.995918016601905,0.995689944415061,0.32348297207954,0.624211787917059,-0.355148254680226,-0.0490355770277278,0.263754470547129,0.134689604766041,-0.142294663068276,-0.580046766379659,-0.0135186329148777
A021650,KOSDAQ,0.99258877742948,0.994196278518051,0.995667279657934,0.266613795572469,0.726698300030335,0.205151576404758,0.0224449046929274,0.520595022558627,0.482415439991725,0.299094303642821,0.076265541627673,-0.0737021143250629
A021880,KOSDAQ,0.991738026285478,0.992648405657577,0.995334191895262,0.117850986392855,0.586116923517445,-0.0182011595783706,0.00311375318020232,0.136307534763048,0.13438162054158,-0.120015122907247,0.0962636709192123,-0.113945622184907
A022100,KOSDAQ,0.994673784510328,0.996883588002612,0.997413439765406,0.161798510885174,0.999999999998854,-0.18548454336969,0.00966029511073235,0.609632900591695,0.404275779490986,0.187010718784127,-0.710763682314112,0.198482875981667
A022220,KOSDAQ,0.987816965020801,0.991752882143931,0.992937158591449,0.0971370583594742,0.916296392381818,-0.057076581246136,-0.0187495124057005,0.267762049343724,0.233497437579204,-0.131081792581801,-0.31555461576467,0.204951992244464
A023160,KOSDAQ,0.995080867624032,0.997770168050248,0.997492848151478,-0.101014904322528,0.998653503174062,0.191106515112014,0.185574491321238,-0.0945934581934412,-0.203680537028365,-0.325668310068589,-0.668016815733709,0.0467239416081858
A023410,KOSDAQ,0.991531239762814,0.995781085317851,0.995705838437971,0.39004867552772,0.996467595374948,0.253139132381545,0.0563075736166093,0.301354344462529,0.435617842470136,0.0927973348877873,-0.0778604932785051,0.269851797135895
A023440,KOSDAQ,0.990109609778606,0.993619036438999,0.994364554399496,0.110143973140695,0.798911134449657,-0.242911624441221,-0.0102531899361784,0.295604717896544,0.223409058525885,0.290928447633067,0.0105874066931283,-0.062857660924289
A023460,KOSDAQ,0.994973681549451,0.996743374407828,0.997010684553974,0.0836872383671114,1.0,-0.0569223133855871,0.0146505681276312,0.768968881426997,0.620631302271135,0.593946295216733,-0.0764342649462646,0.132903440254776
A023600,KOSDAQ,0.996572736455189,0.998042693372556,0.998245952611647,0.196598602192908,0.990487010702056,0.659523967400421,-0.0565266632022888,0.73467563822278,0.689919816333801,0.689147415477654,-0.00386051344369522,0.213980710547738
