날짜,코스피종가,날짜,코스닥종가,날짜,나스닥종가,날짜,환율종가,날짜,항셍종가
20210805,"3,276.13",20210805,"1,059.54",20210805,"14,895.10",20210805,"1,142.59",20210805,"26,204.69"
20210804,"3,280.38",20210804,"1,047.93",20210804,"14,780.50",20210804,"1,144.76",20210804,"26,426.55"
20210803,"3,237.14",20210803,"1,036.11",20210803,"14,761.30",20210803,"1,148.44",20210803,"26,194.82"
20210802,"3,223.04",20210802,"1,037.80",20210802,"14,681.10",20210802,"1,150.18",20210802,"26,235.80"
20210730,"3,202.32",20210730,"1,031.14",20210730,"14,672.70",20210730,"1,151.41",20210730,"25,961.03"
20210729,"3,242.65",20210729,"1,044.13",20210729,"14,778.30",20210729,"1,143.12",20210729,"26,315.32"
20210728,"3,236.86",20210728,"1,035.68",20210728,"14,762.60",20210728,"1,150.27",20210728,"25,473.88"
20210727,"3,232.53",20210727,"1,046.55",20210727,"14,660.60",20210727,"1,154.25",20210727,"25,086.43"
20210726,"3,224.95",20210726,"1,047.63",20210726,"14,840.70",20210726,"1,152.54",20210726,"26,192.32"
20210723,"3,254.42",20210723,"1,055.50",20210723,"14,837.00",20210723,"1,151.52",20210723,"27,321.98"
20210722,"3,250.21",20210722,"1,050.25",20210722,"14,684.60",20210722,"1,150.55",20210722,"27,723.84"
20210721,"3,215.91",20210721,"1,042.03",20210721,"14,632.00",20210721,"1,149.31",20210721,"27,224.58"
20210720,"3,232.70",20210720,"1,043.64",20210720,"14,498.90",20210720,"1,147.47",20210720,"27,259.25"
20210719,"3,244.04",20210719,"1,049.83",20210719,"14,275.00",20210719,"1,150.83",20210719,"27,489.78"
20210716,"3,276.91",20210716,"1,051.98",20210716,"14,427.20",20210716,"1,141.51",20210716,"28,004.68"
20210715,"3,286.22",20210715,"1,054.31",20210715,"14,543.10",20210715,"1,141.59",20210715,"27,996.27"
20210714,"3,264.81",20210714,"1,044.98",20210714,"14,645.00",20210714,"1,144.22",20210714,"27,787.46"
20210713,"3,271.38",20210713,"1,043.31",20210713,"14,677.70",20210713,"1,149.94",20210713,"27,963.41"
20210712,"3,246.47",20210712,"1,034.64",20210712,"14,733.20",20210712,"1,146.85",20210712,"27,515.24"
20210709,"3,217.95",20210709,"1,028.93",20210709,"14,701.90",20210709,"1,143.73",20210709,"27,344.54"
20210708,"3,252.68",20210708,"1,034.48",20210708,"14,559.80",20210708,"1,146.59",20210708,"27,153.13"
20210707,"3,285.34",20210707,"1,047.36",20210707,"14,665.10",20210707,"1,141.50",20210707,"27,960.62"
20210706,"3,305.21",20210706,"1,044.96",20210706,"14,663.60",20210706,"1,136.75",20210706,"28,072.86"
20210705,"3,293.21",20210705,"1,047.33",20210702,"14,639.30",20210705,"1,130.42",20210705,"28,143.50"
20210702,"3,281.78",20210702,"1,038.18",20210701,"14,522.40",20210702,"1,130.53",20210702,"28,310.42"
20210701,"3,282.06",20210701,"1,035.64",20210630,"14,504.00",20210701,"1,134.33",20210630,"28,827.95"
20210630,"3,296.68",20210630,"1,029.96",20210629,"14,528.30",20210630,"1,130.48",20210629,"28,994.10"
20210629,"3,286.68",20210629,"1,022.52",20210628,"14,500.50",20210629,"1,131.62",20210628,"29,268.30"
20210628,"3,301.89",20210628,"1,017.91",20210625,"14,360.40",20210628,"1,130.04",20210625,"29,288.22"
20210625,"3,302.84",20210625,"1,012.13",20210624,"14,369.70",20210625,"1,127.12",20210624,"28,882.46"
20210624,"3,286.10",20210624,"1,012.62",20210623,"14,271.70",20210624,"1,130.78",20210623,"28,817.07"
20210623,"3,276.19",20210623,"1,016.46",20210622,"14,253.30",20210623,"1,135.85",20210622,"28,309.76"
20210622,"3,263.88",20210622,"1,011.56",20210621,"14,141.50",20210622,"1,133.57",20210621,"28,489.00"
20210621,"3,240.79",20210621,"1,010.99",20210618,"14,030.40",20210621,"1,131.40",20210618,"28,801.27"
20210618,"3,267.93",20210618,"1,015.88",20210617,"14,161.30",20210618,"1,134.94",20210617,"28,558.59"
20210617,"3,264.96",20210617,"1,003.72",20210616,"14,039.70",20210617,"1,134.30",20210616,"28,436.84"
20210616,"3,278.68",20210616,998.49,20210615,"14,072.90",20210616,"1,132.68",20210615,"28,638.53"
20210615,"3,258.63",20210615,997.37,20210614,"14,174.10",20210615,"1,117.09",20210611,"28,842.13"
20210614,"3,252.13",20210614,997.41,20210611,"14,069.40",20210614,"1,116.33",20210610,"28,738.88"
20210611,"3,249.32",20210611,991.13,20210610,"14,020.30",20210611,"1,116.40",20210609,"28,742.63"
20210610,"3,224.64",20210610,987.77,20210609,"13,911.80",20210610,"1,112.32",20210608,"28,781.38"
20210609,"3,216.18",20210609,978.79,20210608,"13,924.90",20210609,"1,115.61",20210607,"28,787.28"
20210608,"3,247.83",20210608,986.12,20210607,"13,881.70",20210608,"1,117.72",20210604,"28,918.10"
20210607,"3,252.12",20210607,985.86,20210604,"13,814.50",20210607,"1,110.62",20210603,"28,966.03"
20210604,"3,240.08",20210604,987.58,20210603,"13,614.50",20210604,"1,110.52",20210602,"29,297.62"
20210603,"3,247.43",20210603,990.19,20210602,"13,756.30",20210603,"1,116.46",20210601,"29,468.00"
20210602,"3,224.23",20210602,981.1,20210601,"13,736.50",20210602,"1,110.92",20210531,"29,151.80"
20210601,"3,221.87",20210601,984.59,20210528,"13,748.70",20210601,"1,108.38",20210528,"29,124.41"
20210531,"3,203.92",20210531,981.78,20210527,"13,736.30",20210531,"1,106.58",20210527,"29,113.20"
20210528,"3,188.73",20210528,977.46,20210526,"13,738.00",20210528,"1,113.08",20210526,"29,166.01"
20210527,"3,165.51",20210527,974.08,20210525,"13,657.20",20210527,"1,118.55",20210525,"28,910.86"
20210526,"3,168.43",20210526,966.06,20210524,"13,661.20",20210526,"1,116.61",20210524,"28,412.26"
20210525,"3,171.32",20210525,962.07,20210521,"13,471.00",20210525,"1,122.36",20210521,"28,458.44"
20210524,"3,144.30",20210524,948.37,20210520,"13,535.70",20210524,"1,123.48",20210520,"28,450.29"
20210521,"3,156.42",20210521,965.63,20210519,"13,299.70",20210521,"1,127.63",20210518,"28,593.81"
20210520,"3,162.28",20210520,971.13,20210518,"13,303.60",20210520,"1,127.66",20210517,"28,194.09"
20210518,"3,173.05",20210518,969.1,20210517,"13,379.00",20210519,"1,131.18",20210514,"28,027.57"
20210517,"3,134.52",20210517,962.5,20210514,"13,430.00",20210518,"1,126.93",20210513,"27,718.67"
20210514,"3,153.32",20210514,966.72,20210513,"13,125.00",20210517,"1,136.73",20210512,"28,231.04"
20210513,"3,122.11",20210513,951.77,20210512,"13,031.70",20210514,"1,125.79",20210511,"28,013.81"
20210512,"3,161.66",20210512,967.1,20210511,"13,389.40",20210513,"1,126.73",20210510,"28,595.66"
20210511,"3,209.43",20210511,978.61,20210510,"13,401.90",20210512,"1,132.73",20210507,"28,610.65"
20210510,"3,249.30",20210510,992.8,20210507,"13,752.20",20210511,"1,119.58",20210506,"28,637.46"
20210507,"3,197.20",20210507,978.3,20210506,"13,632.80",20210510,"1,116.68",20210505,"28,417.98"
20210506,"3,178.74",20210506,969.99,20210505,"13,582.40",20210507,"1,111.23",20210504,"28,557.14"
20210504,"3,147.37",20210504,967.2,20210504,"13,633.50",20210506,"1,120.28",20210503,"28,357.54"
20210503,"3,127.20",20210503,961.81,20210503,"13,895.10",20210505,"1,124.72",20210430,"28,724.88"
20210430,"3,147.86",20210430,983.45,20210430,"13,962.70",20210504,"1,125.77",20210429,"29,303.26"
20210429,"3,174.07",20210429,990.69,20210429,"14,082.50",20210503,"1,120.34",20210428,"29,071.34"
20210428,"3,181.47",20210428,998.27,20210428,"14,051.00",20210430,"1,117.16",20210427,"28,941.54"
20210427,"3,215.42",20210427,"1,021.01",20210427,"14,090.20",20210429,"1,107.63",20210426,"28,952.83"
20210426,"3,217.53",20210426,"1,030.06",20210426,"14,138.80",20210428,"1,109.88",20210423,"29,078.75"
20210423,"3,186.10",20210423,"1,026.82",20210423,"14,016.80",20210427,"1,113.33",20210422,"28,755.34"
20210422,"3,177.52",20210422,"1,025.71",20210422,"13,818.40",20210426,"1,110.27",20210421,"28,621.92"
20210421,"3,171.66",20210421,"1,022.22",20210421,"13,950.20",20210423,"1,114.72",20210420,"29,135.73"
20210420,"3,220.70",20210420,"1,031.88",20210420,"13,786.30",20210422,"1,118.79",20210419,"29,106.15"
20210419,"3,198.84",20210419,"1,029.46",20210419,"13,914.80",20210421,"1,116.35",20210416,"28,969.71"
20210416,"3,198.62",20210416,"1,021.62",20210416,"14,052.30",20210420,"1,117.28",20210415,"28,793.14"
20210415,"3,194.33",20210415,"1,013.90",20210415,"14,038.80",20210419,"1,115.33",20210414,"28,900.83"
20210414,"3,182.38",20210414,"1,014.42",20210414,"13,857.80",20210416,"1,116.50",20210413,"28,497.25"
20210413,"3,169.08",20210413,"1,010.37",20210413,"13,996.10",20210415,"1,116.68",20210412,"28,453.28"
20210412,"3,135.59",20210412,"1,000.65",20210412,"13,850.00",20210414,"1,116.08",20210409,"28,698.80"
20210409,"3,131.88",20210409,989.39,20210409,"13,900.20",20210413,"1,121.37",20210408,"29,008.07"
20210408,"3,143.26",20210408,982.02,20210408,"13,829.30",20210412,"1,124.32",20210407,"28,674.80"
20210407,"3,137.41",20210407,973.22,20210407,"13,688.80",20210409,"1,120.98",20210401,"28,938.74"
20210406,"3,127.08",20210406,968.63,20210406,"13,698.40",20210408,"1,115.83",20210331,"28,378.35"
20210405,"3,120.83",20210405,969.77,20210405,"13,705.60",20210407,"1,119.03",20210330,"28,577.50"
20210402,"3,112.80",20210402,970.09,20210401,"13,480.10",20210406,"1,119.17",20210329,"28,338.30"
20210401,"3,087.40",20210401,965.78,20210331,"13,246.90",20210405,"1,124.18",20210326,"28,336.43"
20210331,"3,061.42",20210331,956.17,20210330,"13,045.40",20210402,"1,128.64",20210325,"27,899.61"
20210330,"3,070.00",20210330,958.06,20210329,"13,059.60",20210401,"1,128.72",20210324,"27,918.14"
20210329,"3,036.04",20210329,954.1,20210326,"13,138.70",20210331,"1,127.17",20210323,"28,497.38"
20210326,"3,041.01",20210326,956.7,20210325,"12,977.70",20210330,"1,132.59",20210322,"28,885.34"
20210325,"3,008.33",20210325,954.99,20210324,"12,961.90",20210329,"1,131.56",20210319,"28,990.94"
20210324,"2,996.35",20210324,953.82,20210323,"13,227.70",20210326,"1,128.52",20210318,"29,405.72"
20210323,"3,004.74",20210323,946.31,20210322,"13,377.50",20210325,"1,135.12",20210317,"29,034.12"
20210322,"3,035.46",20210322,955.38,20210319,"13,215.20",20210324,"1,134.90",20210316,"29,027.69"
20210319,"3,039.53",20210319,952.11,20210318,"13,116.20",20210323,"1,132.90",20210315,"28,833.76"
20210318,"3,066.01",20210318,949.83,20210317,"13,525.20",20210322,"1,126.00",20210312,"28,739.72"
20210317,"3,047.50",20210317,943.78,20210316,"13,471.60",20210319,"1,129.12",20210311,"29,385.61"
20210316,"3,067.17",20210316,940.65,20210315,"13,459.70",20210318,"1,127.75",20210310,"28,907.52"
20210315,"3,045.71",20210315,926.9,20210312,"13,319.90",20210317,"1,121.21",20210309,"28,773.23"
20210312,"3,054.39",20210312,925.49,20210311,"13,398.70",20210316,"1,129.00",20210308,"28,540.83"
20210311,"3,013.70",20210311,908.01,20210310,"13,068.80",20210315,"1,132.35",20210305,"29,098.29"
20210310,"2,958.12",20210310,890.07,20210309,"13,073.80",20210312,"1,136.00",20210304,"29,236.79"
20210309,"2,976.12",20210309,896.36,20210308,"12,609.20",20210311,"1,130.35",20210303,"29,880.42"
20210308,"2,996.11",20210308,904.77,20210305,"12,920.10",20210310,"1,135.91",20210302,"29,095.86"
20210305,"3,026.26",20210305,923.48,20210304,"12,723.50",20210309,"1,134.91",20210301,"29,452.57"
20210304,"3,043.49",20210304,926.2,20210303,"12,997.80",20210308,"1,140.83",20210226,"28,980.21"
20210303,"3,082.99",20210303,930.8,20210302,"13,358.80",20210305,"1,128.00",20210225,"30,074.17"
20210302,"3,043.87",20210302,923.17,20210301,"13,588.80",20210304,"1,130.87",20210224,"29,718.24"
20210226,"3,012.95",20210226,913.94,20210226,"13,192.30",20210303,"1,126.05",20210223,"30,632.64"
20210225,"3,099.69",20210225,936.21,20210225,"13,119.40",20210302,"1,125.01",20210222,"30,319.83"
20210224,"2,994.98",20210224,906.31,20210224,"13,598.00",20210301,"1,113.33",20210219,"30,644.73"
20210223,"3,070.09",20210223,936.6,20210223,"13,465.20",20210226,"1,123.89",20210218,"30,595.27"
20210222,"3,079.75",20210222,954.29,20210222,"13,533.00",20210225,"1,118.77",20210217,"31,084.94"
20210219,"3,107.62",20210219,965.11,20210219,"13,874.50",20210224,"1,107.27",20210216,"30,746.66"
20210218,"3,086.66",20210218,967.42,20210218,"13,865.40",20210223,"1,110.13",20210211,"30,173.57"
20210217,"3,133.73",20210217,979.77,20210217,"13,965.50",20210222,"1,111.59",20210210,"30,038.72"
20210216,"3,163.25",20210216,977.74,20210216,"14,047.50",20210219,"1,104.27",20210209,"29,476.19"
20210215,"3,147.00",20210215,981.97,20210212,"14,095.50",20210218,"1,106.96",20210208,"29,319.47"
20210210,"3,100.58",20210210,964.31,20210211,"14,025.80",20210217,"1,105.61",20210205,"29,288.68"
20210209,"3,084.67",20210209,957.85,20210210,"13,972.50",20210216,"1,106.58",20210204,"29,113.50"
20210208,"3,091.24",20210208,960.78,20210209,"14,007.70",20210215,"1,101.31",20210203,"29,307.46"
20210205,"3,120.63",20210205,967.42,20210208,"13,987.60",20210212,"1,102.59",20210202,"29,248.70"
20210204,"3,087.55",20210204,964.58,20210205,"13,856.30",20210211,"1,102.12",20210201,"28,892.86"
20210203,"3,129.68",20210203,970.69,20210204,"13,777.70",20210210,"1,105.48",20210129,"28,283.71"
20210202,"3,096.81",20210202,963.81,20210203,"13,610.50",20210209,"1,110.88",20210128,"28,550.77"
20210201,"3,056.53",20210201,956.92,20210202,"13,612.80",20210208,"1,115.61",20210127,"29,297.53"
20210129,"2,976.21",20210129,928.73,20210201,"13,403.40",20210205,"1,116.77",20210126,"29,391.26"
20210128,"3,069.05",20210128,961.23,20210129,"13,070.70",20210204,"1,120.00",20210125,"30,159.01"
20210127,"3,122.56",20210127,985.92,20210128,"13,337.20",20210203,"1,113.46",20210122,"29,447.85"
20210126,"3,140.31",20210126,994,20210127,"13,270.60",20210202,"1,115.37",20210121,"29,927.76"
20210125,"3,208.99",20210125,999.3,20210126,"13,626.10",20210201,"1,116.51",20210120,"29,962.47"
20210122,"3,140.63",20210122,979.98,20210125,"13,636.00",20210129,"1,117.64",20210119,"29,642.28"
20210121,"3,160.84",20210121,981.4,20210122,"13,543.10",20210128,"1,112.52",20210118,"28,862.77"
20210120,"3,114.55",20210120,977.66,20210121,"13,530.90",20210127,"1,108.38",20210115,"28,573.86"
20210119,"3,092.66",20210119,957.75,20210120,"13,457.20",20210126,"1,101.02",20210114,"28,496.86"
20210118,"3,013.93",20210118,944.67,20210119,"13,197.20",20210125,"1,102.58",20210113,"28,235.60"
20210115,"3,085.90",20210115,964.44,20210115,"12,998.50",20210122,"1,105.41",20210112,"28,276.75"
20210114,"3,149.93",20210114,980.29,20210114,"13,112.60",20210121,"1,099.88",20210111,"27,908.22"
20210113,"3,148.29",20210113,979.13,20210113,"13,129.00",20210120,"1,096.35",20210108,"27,878.22"
20210112,"3,125.95",20210112,973.72,20210112,"13,072.40",20210119,"1,101.44",20210107,"27,548.52"
20210111,"3,148.45",20210111,976.63,20210111,"13,036.40",20210118,"1,102.52",20210106,"27,692.30"
20210108,"3,152.18",20210108,987.79,20210108,"13,202.00",20210115,"1,103.27",20210105,"27,649.86"
20210107,"3,031.68",20210107,988.86,20210107,"13,067.50",20210114,"1,095.88",20210104,"27,472.81"
20210106,"2,968.21",20210106,981.39,20210106,"12,740.80",20210113,"1,097.12",20201231,"27,231.13"
20210105,"2,990.57",20210105,985.76,20210105,"12,819.00",20210112,"1,094.48",20201230,"27,147.11"
20210104,"2,944.45",20210104,977.62,20210104,"12,698.40",20210111,"1,097.23",20201229,"26,568.49"
20201230,"2,873.47",20201230,968.42,20201231,"12,888.30",20210108,"1,092.93",20201228,"26,314.63"
20201229,"2,820.51",20201229,957.41,20201230,"12,870.00",20210107,"1,094.28",20201224,"26,386.56"
20201228,"2,808.60",20201228,927,20201229,"12,850.20",20210106,"1,087.93",20201223,"26,343.10"
20201224,"2,806.86",20201224,928.68,20201228,"12,899.40",20210105,"1,086.42",20201222,"26,119.25"
20201223,"2,759.82",20201223,923.17,20201224,"12,804.70",20210104,"1,086.48",20201221,"26,306.68"
20201222,"2,733.68",20201222,928.73,20201223,"12,771.10",20210101,"1,084.73",20201218,"26,498.60"
20201221,"2,778.65",20201221,953.58,20201222,"12,807.90",20201231,"1,084.47",20201217,"26,678.38"
20201218,"2,772.18",20201218,947.24,20201221,"12,742.50",20201230,"1,087.62",20201216,"26,460.29"
20201217,"2,770.43",20201217,944.04,20201218,"12,755.60",20201229,"1,090.97",20201215,"26,207.29"
20201216,"2,771.79",20201216,939.65,20201217,"12,764.70",20201228,"1,095.60",20201214,"26,389.52"
20201215,"2,756.82",20201215,931.27,20201216,"12,658.20",20201225,"1,099.07",20201211,"26,505.87"
20201214,"2,762.20",20201214,929.54,20201215,"12,595.10",20201224,"1,101.59",20201210,"26,410.59"
20201211,"2,770.06",20201211,928.44,20201214,"12,440.00",20201223,"1,106.65",20201209,"26,502.84"
20201210,"2,746.46",20201210,921.7,20201211,"12,377.90",20201222,"1,109.72",20201208,"26,304.56"
20201209,"2,755.47",20201209,913.81,20201210,"12,405.80",20201221,"1,102.55",20201207,"26,506.85"
20201208,"2,700.93",20201208,906.84,20201209,"12,339.00",20201218,"1,099.39",20201204,"26,835.92"
20201207,"2,745.44",20201207,926.88,20201208,"12,582.80",20201217,"1,093.01",20201203,"26,728.50"
20201204,"2,731.45",20201204,913.76,20201207,"12,519.90",20201216,"1,092.36",20201202,"26,532.58"
20201203,"2,696.22",20201203,907.61,20201204,"12,464.20",20201215,"1,089.43",20201201,"26,567.68"
20201202,"2,675.90",20201202,899.34,20201203,"12,377.20",20201214,"1,093.07",20201130,"26,341.49"
20201201,"2,634.25",20201201,891.29,20201202,"12,349.40",20201211,"1,091.67",20201127,"26,894.68"
20201130,"2,591.34",20201130,886.11,20201201,"12,355.10",20201210,"1,085.55",20201126,"26,819.45"
20201127,"2,633.45",20201127,885.56,20201130,"12,198.70",20201209,"1,086.48",20201125,"26,669.75"
20201126,"2,625.91",20201126,874.53,20201127,"12,205.80",20201208,"1,084.86",20201124,"26,588.20"
20201125,"2,601.54",20201125,865.12,20201125,"12,094.40",20201207,"1,083.53",20201123,"26,486.20"
20201124,"2,617.76",20201124,872.1,20201124,"12,037.30",20201204,"1,083.77",20201120,"26,451.54"
20201123,"2,602.59",20201123,873.29,20201123,"11,880.60",20201203,"1,092.08",20201119,"26,356.97"
20201120,"2,553.50",20201120,870.18,20201120,"11,855.00",20201202,"1,100.02",20201118,"26,544.29"
20201119,"2,547.42",20201119,859.94,20201119,"11,904.70",20201201,"1,105.73",20201117,"26,415.09"
20201118,"2,545.64",20201118,851.74,20201118,"11,801.60",20201130,"1,109.32",20201116,"26,381.67"
20201117,"2,539.15",20201117,839.47,20201117,"11,899.30",20201127,"1,104.43",20201113,"26,156.86"
20201116,"2,543.03",20201116,847.33,20201116,"11,924.10",20201126,"1,105.57",20201112,"26,169.38"
20201113,"2,493.87",20201113,839.14,20201113,"11,829.30",20201125,"1,106.21",20201111,"26,226.98"
20201112,"2,475.62",20201112,840.08,20201112,"11,709.60",20201124,"1,110.24",20201110,"26,301.48"
20201111,"2,485.87",20201111,839.9,20201111,"11,786.40",20201123,"1,113.51",20201109,"26,016.17"
20201110,"2,452.83",20201110,840.79,20201110,"11,553.90",20201120,"1,114.95",20201106,"25,712.97"
20201109,"2,447.20",20201109,851.21,20201109,"11,713.80",20201119,"1,113.59",20201105,"25,695.92"
20201106,"2,416.50",20201106,836.78,20201106,"11,895.20",20201118,"1,106.17",20201104,"24,886.14"
20201105,"2,413.79",20201105,844.8,20201105,"11,890.90",20201117,"1,105.38",20201103,"24,939.73"
20201104,"2,357.32",20201104,826.97,20201104,"11,590.80",20201116,"1,107.04",20201102,"24,460.01"
20201103,"2,343.31",20201103,818.46,20201103,"11,160.60",20201113,"1,107.62",20201030,"24,107.42"
20201102,"2,300.16",20201102,802.95,20201102,"10,957.60",20201112,"1,114.86",20201029,"24,586.60"
20201030,"2,267.15",20201030,792.65,20201030,"10,911.60",20201111,"1,112.39",20201028,"24,708.80"
20201029,"2,326.67",20201029,813.93,20201029,"11,185.60",20201110,"1,117.07",20201027,"24,787.19"
20201028,"2,345.26",20201028,806.2,20201028,"11,004.90",20201109,"1,119.06",20201023,"24,918.78"
20201027,"2,330.84",20201027,783.73,20201027,"11,431.30",20201106,"1,121.40",20201022,"24,786.13"
20201026,"2,343.91",20201026,778.02,20201026,"11,358.90",20201105,"1,122.88",20201021,"24,754.42"
20201023,"2,360.81",20201023,807.98,20201023,"11,548.30",20201104,"1,127.65",20201020,"24,569.54"
20201022,"2,355.05",20201022,812.7,20201022,"11,506.00",20201103,"1,131.32",20201019,"24,542.26"
20201021,"2,370.86",20201021,830.67,20201021,"11,484.70",20201102,"1,132.95",20201016,"24,386.79"
20201020,"2,358.41",20201020,824.65,20201020,"11,516.50",20201030,"1,136.49",20201015,"24,158.54"
20201019,"2,346.74",20201019,822.25,20201019,"11,478.90",20201029,"1,130.06",20201014,"24,667.09"
20201016,"2,341.53",20201016,833.84,20201016,"11,671.60",20201028,"1,134.93",20201013,"24,597.50"
20201015,"2,361.21",20201015,844.44,20201015,"11,713.90",20201027,"1,129.21",20201012,"24,649.68"
20201014,"2,380.48",20201014,861.48,20201014,"11,768.70",20201026,"1,132.44",20201009,"24,119.13"
20201013,"2,403.15",20201013,871.92,20201013,"11,863.90",20201023,"1,127.95",20201008,"24,193.35"
20201012,"2,403.73",20201012,873.5,20201012,"11,876.30",20201022,"1,134.74",20201007,"24,242.86"
20201008,"2,391.96",20201008,871.62,20201009,"11,579.90",20201021,"1,132.54",20201006,"23,980.65"
20201007,"2,386.94",20201007,869.66,20201008,"11,421.00",20201020,"1,138.39",20201005,"23,767.78"
20201006,"2,365.90",20201006,862.58,20201007,"11,364.60",20201019,"1,140.06",20200930,"23,459.05"
20201005,"2,358.00",20201005,858.39,20201006,"11,154.60",20201016,"1,142.13",20200929,"23,275.53"
20200929,"2,327.89",20200929,848.15,20201005,"11,332.50",20201015,"1,145.14",20200928,"23,476.05"
20200928,"2,308.08",20200928,835.91,20201002,"11,075.00",20201014,"1,147.14",20200925,"23,235.42"
20200925,"2,278.79",20200925,808.28,20201001,"11,326.50",20201013,"1,148.30",20200924,"23,311.07"
20200924,"2,272.70",20200924,806.95,20200930,"11,167.50",20201012,"1,147.79",20200923,"23,742.51"
20200923,"2,333.24",20200923,843.45,20200929,"11,085.30",20201009,"1,143.52",20200922,"23,716.85"
20200922,"2,332.59",20200922,842.72,20200928,"11,117.50",20201008,"1,151.11",20200921,"23,950.69"
20200921,"2,389.39",20200921,866.99,20200925,"10,913.60",20201007,"1,157.26",20200918,"24,455.41"
20200918,"2,412.40",20200918,888.88,20200924,"10,672.30",20201006,"1,164.37",20200917,"24,340.85"
20200917,"2,406.17",20200917,885.18,20200923,"10,633.00",20201005,"1,157.12",20200916,"24,725.63"
20200916,"2,435.92",20200916,896.28,20200922,"10,963.60",20201002,"1,166.26",20200915,"24,732.76"
20200915,"2,443.58",20200915,899.46,20200921,"10,778.80",20201001,"1,162.83",20200914,"24,640.28"
20200914,"2,427.91",20200914,894.17,20200918,"10,793.30",20200930,"1,164.65",20200911,"24,503.31"
20200911,"2,396.69",20200911,888.44,20200917,"10,910.30",20200929,"1,168.73",20200910,"24,313.54"
20200910,"2,396.48",20200910,884.3,20200916,"11,050.50",20200928,"1,166.85",20200909,"24,468.93"
20200909,"2,375.81",20200909,869.47,20200915,"11,190.30",20200925,"1,174.32",20200908,"24,624.34"
20200908,"2,401.91",20200908,878.29,20200914,"11,056.70",20200924,"1,169.10",20200907,"24,589.65"
20200907,"2,384.22",20200907,878.88,20200911,"10,853.50",20200923,"1,170.65",20200904,"24,695.45"
20200904,"2,368.25",20200904,866.04,20200910,"10,919.60",20200922,"1,163.61",20200903,"25,007.60"
20200903,"2,395.90",20200903,874.13,20200909,"11,141.60",20200921,"1,163.61",20200902,"25,120.09"
20200902,"2,364.37",20200902,866.74,20200908,"10,847.70",20200918,"1,164.81",20200901,"25,184.85"
20200901,"2,349.55",20200901,853.37,20200904,"11,313.10",20200917,"1,169.20",20200831,"25,177.05"
20200831,"2,326.17",20200831,848.24,20200903,"11,458.10",20200916,"1,172.88",20200828,"25,422.06"
20200828,"2,353.80",20200828,841.3,20200902,"12,056.40",20200915,"1,179.76",20200827,"25,281.15"
20200827,"2,344.45",20200827,836.4,20200901,"11,939.70",20200914,"1,181.51",20200826,"25,491.79"
20200826,"2,369.32",20200826,841.35,20200831,"11,775.50",20200911,"1,187.89",20200825,"25,486.22"
20200825,"2,366.73",20200825,836.31,20200828,"11,695.60",20200910,"1,188.11",20200824,"25,551.58"
20200824,"2,329.83",20200824,815.74,20200827,"11,625.30",20200909,"1,184.79",20200821,"25,113.84"
20200821,"2,304.59",20200821,796.01,20200826,"11,665.10",20200908,"1,190.10",20200820,"24,791.39"
20200820,"2,274.22",20200820,791.14,20200825,"11,466.50",20200907,"1,187.27",20200819,"25,178.91"
20200819,"2,360.54",20200819,818.74,20200824,"11,379.70",20200904,"1,187.30",20200818,"25,367.38"
20200818,"2,348.24",20200818,800.22,20200821,"11,311.80",20200903,"1,191.48",20200817,"25,347.34"
20200814,"2,407.49",20200814,835.03,20200820,"11,265.00",20200902,"1,189.13",20200814,"25,183.01"
20200813,"2,437.53",20200813,854.77,20200819,"11,146.50",20200901,"1,185.45",20200813,"25,230.67"
20200812,"2,432.35",20200812,845.6,20200818,"11,210.80",20200831,"1,187.94",20200812,"25,244.02"
20200811,"2,418.67",20200811,860.23,20200817,"11,129.70",20200828,"1,180.48",20200811,"24,890.68"
20200810,"2,386.38",20200810,862.76,20200814,"11,019.30",20200827,"1,187.44",20200810,"24,377.43"
20200807,"2,351.67",20200807,857.63,20200813,"11,042.50",20200826,"1,184.39",20200807,"24,531.62"
20200806,"2,342.61",20200806,854.12,20200812,"11,012.20",20200825,"1,187.35",20200806,"24,930.58"
20200805,"2,311.86",20200805,847.28,20200811,"10,782.80",20200824,"1,188.66",20200805,"25,102.54"
20200804,"2,279.97",20200804,835.35,20200810,"10,968.40",20200821,"1,191.72",20200804,"24,946.63"
20200803,"2,251.04",20200803,827.57,20200807,"11,011.00",20200820,"1,185.24",20200803,"24,458.13"
20200731,"2,249.37",20200731,815.3,20200806,"11,108.10",20200819,"1,181.74",20200731,"24,595.35"
20200730,"2,267.01",20200730,814.19,20200805,"10,998.40",20200818,"1,182.70",20200730,"24,710.59"
20200729,"2,263.16",20200729,808.59,20200804,"10,941.20",20200817,"1,183.19",20200729,"24,883.14"
20200728,"2,256.99",20200728,807.85,20200803,"10,902.80",20200814,"1,186.94",20200728,"24,772.76"
20200727,"2,217.86",20200727,801.23,20200731,"10,745.30",20200813,"1,184.92",20200727,"24,603.26"
20200724,"2,200.44",20200724,794.8,20200730,"10,587.80",20200812,"1,183.23",20200724,"24,705.33"
20200723,"2,216.19",20200723,801.69,20200729,"10,542.90",20200811,"1,185.62",20200723,"25,263.00"
20200722,"2,228.66",20200722,794.99,20200728,"10,402.10",20200810,"1,185.58",20200722,"25,057.94"
20200721,"2,228.83",20200721,790.58,20200727,"10,536.30",20200807,"1,188.68",20200721,"25,635.66"
