날짜,코스피종가,날짜,코스닥종가,날짜,나스닥종가,날짜,환율종가,날짜,항셍종가
20130403,"1,983.22",20130404,555.23,20130611,"3,436.90",20130923,"1,074.35",20130409,"21,870.34"
20130402,"1,986.15",20130403,557.96,20130610,"3,473.80",20130920,"1,076.47",20130408,"21,718.05"
20130401,"1,995.99",20130402,552.83,20130607,"3,469.20",20130919,"1,071.48",20130405,"21,726.90"
20130329,"2,004.89",20130401,553.97,20130606,"3,424.10",20130918,"1,081.85",20130403,"22,337.49"
20130328,"1,993.52",20130329,555.02,20130605,"3,401.50",20130917,"1,082.60",20130402,"22,367.82"
20130327,"1,993.44",20130328,552.64,20130604,"3,445.30",20130916,"1,081.79",20130328,"22,299.63"
20130326,"1,983.70",20130327,548.72,20130603,"3,465.40",20130913,"1,086.33",20130327,"22,464.82"
20130325,"1,977.67",20130326,549.9,20130531,"3,455.90",20130912,"1,083.22",20130326,"22,311.08"
20130322,"1,948.71",20130325,549.56,20130530,"3,491.30",20130911,"1,086.21",20130325,"22,251.15"
20130321,"1,950.82",20130322,551.25,20130529,"3,467.50",20130910,"1,086.37",20130322,"22,115.30"
20130320,"1,959.41",20130321,544.56,20130528,"3,488.90",20130909,"1,087.00",20130321,"22,225.88"
20130319,"1,978.56",20130320,546.26,20130524,"3,459.10",20130906,"1,092.50",20130320,"22,256.44"
20130318,"1,968.18",20130319,550.01,20130523,"3,459.40",20130905,"1,097.69",20130319,"22,041.86"
20130315,"1,986.50",20130318,541.09,20130522,"3,463.30",20130904,"1,094.37",20130318,"22,083.36"
20130314,"2,002.13",20130315,554.81,20130521,"3,502.10",20130903,"1,098.70",20130315,"22,533.11"
20130313,"1,999.73",20130314,553.58,20130520,"3,496.40",20130902,"1,098.77",20130314,"22,619.18"
20130312,"1,993.34",20130313,549.73,20130517,"3,499.00",20130830,"1,110.02",20130313,"22,556.65"
20130311,"2,003.35",20130312,543.88,20130516,"3,465.20",20130829,"1,112.79",20130312,"22,890.60"
20130308,"2,006.01",20130311,540.44,20130515,"3,471.60",20130828,"1,114.85",20130311,"23,090.82"
20130307,"2,004.40",20130308,543.1,20130514,"3,462.60",20130827,"1,117.53",20130308,"23,091.95"
20130306,"2,020.74",20130307,541.3,20130513,"3,438.80",20130826,"1,113.00",20130307,"22,771.44"
20130305,"2,016.61",20130306,544.36,20130510,"3,436.60",20130823,"1,113.93",20130306,"22,777.84"
20130304,"2,013.15",20130305,543.96,20130509,"3,409.20",20130822,"1,121.37",20130305,"22,560.50"
20130228,"2,026.49",20130304,537.38,20130508,"3,413.30",20130821,"1,118.91",20130304,"22,537.81"
20130227,"2,004.04",20130228,535.87,20130507,"3,396.60",20130820,"1,120.80",20130301,"22,880.22"
20130226,"2,000.01",20130227,533.36,20130506,"3,393.00",20130819,"1,118.63",20130228,"23,020.27"
20130225,"2,009.52",20130226,528.56,20130503,"3,378.60",20130816,"1,113.49",20130227,"22,577.01"
20130222,"2,018.89",20130225,527.27,20130502,"3,340.60",20130815,"1,118.50",20130226,"22,519.69"
20130221,"2,015.22",20130222,528.36,20130501,"3,299.10",20130814,"1,118.50",20130225,"22,820.08"
20130220,"2,024.64",20130221,524.44,20130430,"3,328.80",20130813,"1,118.82",20130222,"22,782.44"
20130219,"1,985.83",20130220,525.69,20130429,"3,307.00",20130812,"1,114.22",20130221,"22,906.67"
20130218,"1,981.91",20130219,522.49,20130426,"3,279.30",20130809,"1,111.50",20130220,"23,307.41"
20130215,"1,981.18",20130218,518.52,20130425,"3,290.00",20130808,"1,112.70",20130219,"23,143.91"
20130214,"1,979.61",20130215,514.58,20130424,"3,269.60",20130807,"1,115.37",20130218,"23,381.94"
20130213,"1,976.07",20130214,512.53,20130423,"3,269.30",20130806,"1,114.16",20130215,"23,444.56"
20130212,"1,945.79",20130213,507.99,20130422,"3,233.60",20130805,"1,114.12",20130214,"23,413.25"
20130208,"1,950.90",20130212,503.72,20130419,"3,206.10",20130802,"1,124.30",20130208,"23,215.16"
20130207,"1,931.77",20130208,504.94,20130418,"3,166.40",20130801,"1,123.50",20130207,"23,177.00"
20130206,"1,936.19",20130207,501.78,20130417,"3,204.70",20130731,"1,123.70",20130206,"23,256.93"
20130205,"1,938.18",20130206,502.56,20130416,"3,264.60",20130730,"1,116.51",20130205,"23,148.53"
20130204,"1,953.21",20130205,498.16,20130415,"3,216.50",20130729,"1,112.66",20130204,"23,685.01"
20130201,"1,957.79",20130204,501.32,20130412,"3,294.90",20130726,"1,113.21",20130201,"23,721.84"
20130131,"1,961.94",20130201,503.31,20130411,"3,300.20",20130725,"1,116.50",20130131,"23,729.53"
20130130,"1,964.43",20130131,503.67,20130410,"3,297.30",20130724,"1,116.00",20130130,"23,822.06"
20130129,"1,955.96",20130130,502.8,20130409,"3,237.90",20130723,"1,117.38",20130129,"23,655.17"
20130128,"1,939.71",20130129,505.35,20130408,"3,222.30",20130722,"1,118.91",20130128,"23,671.88"
20130125,"1,946.69",20130128,504.2,20130405,"3,203.90",20130719,"1,120.88",20130125,"23,580.43"
20130124,"1,964.48",20130125,506.83,20130404,"3,225.00",20130718,"1,124.85",20130124,"23,598.90"
20130123,"1,980.41",20130124,508.63,20130403,"3,218.60",20130717,"1,117.31",20130123,"23,635.10"
20130122,"1,996.52",20130123,513.26,20130402,"3,254.90",20130716,"1,114.91",20130122,"23,658.99"
20130121,"1,986.86",20130122,516.59,20130401,"3,239.20",20130715,"1,122.07",20130121,"23,590.91"
20130118,"1,987.85",20130121,514.66,20130328,"3,267.50",20130712,"1,124.40",20130118,"23,601.78"
20130117,"1,974.27",20130118,512.24,20130327,"3,256.50",20130711,"1,124.53",20130117,"23,339.76"
20130116,"1,977.45",20130117,506.35,20130326,"3,252.50",20130710,"1,135.38",20130116,"23,356.99"
20130115,"1,983.74",20130116,507.68,20130325,"3,235.30",20130709,"1,142.11",20130115,"23,381.51"
20130114,"2,007.04",20130115,508.02,20130322,"3,245.00",20130708,"1,148.39",20130114,"23,413.26"
20130111,"1,996.67",20130114,513.44,20130321,"3,222.60",20130705,"1,142.35",20130111,"23,264.07"
20130110,"2,006.80",20130111,515.42,20130320,"3,254.20",20130704,"1,139.84",20130110,"23,354.31"
20130109,"1,991.81",20130110,514.48,20130319,"3,229.10",20130703,"1,141.40",20130109,"23,218.47"
20130108,"1,997.94",20130109,511.94,20130318,"3,237.60",20130702,"1,135.00",20130108,"23,111.19"
20130107,"2,011.25",20130108,509.01,20130315,"3,249.10",20130701,"1,135.62",20130107,"23,329.75"
20130104,"2,011.94",20130107,508.72,20130314,"3,258.90",20130628,"1,142.40",20130104,"23,331.09"
20130103,"2,019.41",20130104,504.84,20130313,"3,245.10",20130627,"1,148.14",20130103,"23,398.60"
20130102,"2,031.10",20130103,499.07,20130312,"3,242.30",20130626,"1,156.00",20130102,"23,311.98"
20121228,"1,997.05",20130102,501.61,20130311,"3,252.90",20130625,"1,153.63",20121231,"22,656.92"
20121227,"1,987.35",20121228,496.32,20130308,"3,244.40",20130624,"1,162.01",20121228,"22,666.59"
20121226,"1,982.25",20121227,492.08,20130307,"3,232.10",20130621,"1,156.62",20121227,"22,619.78"
20121224,"1,981.82",20121226,482.76,20130306,"3,222.40",20130620,"1,146.10",20121224,"22,541.18"
20121221,"1,980.42",20121224,483.76,20130305,"3,224.10",20130619,"1,130.95",20121221,"22,506.29"
20121220,"1,999.50",20121221,478.06,20130304,"3,182.00",20130618,"1,134.69",20121220,"22,659.78"
20121218,"1,993.09",20121220,479.21,20130301,"3,169.70",20130617,"1,127.97",20121219,"22,623.37"
20121217,"1,983.07",20121218,483.19,20130228,"3,160.20",20130614,"1,127.70",20121218,"22,494.73"
20121214,"1,995.04",20121217,485.48,20130227,"3,162.30",20130613,"1,130.25",20121217,"22,513.61"
20121213,"2,002.77",20121214,491.65,20130226,"3,129.60",20130612,"1,128.26",20121214,"22,605.98"
20121212,"1,975.44",20121213,490.15,20130225,"3,116.30",20130611,"1,133.01",20121213,"22,445.58"
20121211,"1,964.62",20121212,485.33,20130222,"3,161.80",20130610,"1,128.14",20121212,"22,503.35"
20121210,"1,957.42",20121211,481.59,20130221,"3,131.50",20130607,"1,117.62",20121211,"22,323.94"
20121207,"1,957.45",20121210,489.59,20130220,"3,164.40",20130606,"1,119.10",20121210,"22,276.72"
20121206,"1,949.62",20121207,489.22,20130219,"3,213.60",20130605,"1,119.00",20121207,"22,191.17"
20121205,"1,947.04",20121206,488.03,20130215,"3,192.00",20130604,"1,123.36",20121206,"22,249.81"
20121204,"1,935.18",20121205,496.5,20130214,"3,198.70",20130603,"1,120.09",20121205,"22,270.91"
20121203,"1,940.02",20121204,502.71,20130213,"3,196.90",20130531,"1,131.26",20121204,"21,799.97"
20121130,"1,932.90",20121203,498.97,20130212,"3,186.50",20130530,"1,129.03",20121203,"21,767.85"
20121129,"1,934.85",20121130,499.37,20130211,"3,192.00",20130529,"1,132.45",20121130,"22,030.39"
20121128,"1,912.78",20121129,496.73,20130208,"3,193.90",20130528,"1,128.27",20121129,"21,922.89"
20121127,"1,925.20",20121128,494.48,20130207,"3,165.10",20130527,"1,122.60",20121128,"21,708.98"
20121126,"1,908.51",20121127,493.63,20130206,"3,168.50",20130524,"1,128.22",20121127,"21,844.03"
20121123,"1,911.33",20121126,496.24,20130205,"3,171.60",20130523,"1,128.80",20121126,"21,861.81"
20121122,"1,899.50",20121123,498.82,20130204,"3,131.20",20130522,"1,114.05",20121123,"21,913.98"
20121121,"1,884.04",20121122,497.03,20130201,"3,179.10",20130521,"1,111.50",20121122,"21,743.20"
20121120,"1,890.18",20121121,492.19,20130131,"3,142.10",20130520,"1,117.91",20121121,"21,524.36"
20121119,"1,878.10",20121120,496.66,20130130,"3,142.30",20130517,"1,118.27",20121120,"21,228.28"
20121116,"1,860.83",20121119,493.14,20130129,"3,153.70",20130516,"1,117.74",20121119,"21,262.06"
20121115,"1,870.72",20121116,482.99,20130128,"3,154.30",20130515,"1,114.82",20121116,"21,159.01"
20121114,"1,894.04",20121115,493.84,20130125,"3,149.70",20130514,"1,110.07",20121115,"21,108.93"
20121113,"1,889.70",20121114,503.24,20130124,"3,130.40",20130513,"1,113.27",20121114,"21,441.99"
20121112,"1,900.87",20121113,513.8,20130123,"3,153.70",20130510,"1,106.15",20121113,"21,188.65"
20121109,"1,904.41",20121112,521.43,20130122,"3,143.20",20130509,"1,091.98",20121112,"21,430.30"
20121108,"1,914.41",20121109,519.9,20130118,"3,134.70",20130508,"1,086.50",20121109,"21,384.38"
20121107,"1,937.55",20121108,519.04,20130117,"3,136.00",20130507,"1,090.30",20121108,"21,566.91"
20121106,"1,928.17",20121107,518.45,20130116,"3,117.50",20130506,"1,094.98",20121107,"22,099.85"
20121105,"1,908.22",20121106,517.53,20130115,"3,110.80",20130503,"1,097.50",20121106,"21,944.43"
20121102,"1,918.72",20121105,515.14,20130114,"3,117.50",20130502,"1,102.53",20121105,"22,006.40"
20121101,"1,898.44",20121102,513.37,20130111,"3,125.60",20130501,"1,101.25",20121102,"22,111.33"
20121031,"1,912.06",20121101,508.83,20130110,"3,121.80",20130430,"1,101.61",20121101,"21,821.87"
20121030,"1,899.58",20121031,508.31,20130109,"3,105.80",20130429,"1,104.24",20121031,"21,641.82"
20121029,"1,891.52",20121030,502.31,20130108,"3,091.80",20130426,"1,111.23",20121030,"21,428.58"
20121026,"1,891.43",20121029,494.88,20130107,"3,098.80",20130425,"1,111.80",20121029,"21,511.05"
20121025,"1,924.50",20121026,505.5,20130104,"3,101.70",20130424,"1,117.14",20121026,"21,545.57"
20121024,"1,913.96",20121025,518.25,20130103,"3,100.60",20130423,"1,119.62",20121025,"21,810.23"
20121023,"1,926.81",20121024,524.35,20130102,"3,112.30",20130422,"1,119.86",20121024,"21,763.78"
20121022,"1,941.59",20121023,524.15,20121231,"3,019.50",20130419,"1,119.48",20121022,"21,697.55"
20121019,"1,943.84",20121022,523,20121228,"2,960.30",20130418,"1,119.78",20121019,"21,551.76"
20121018,"1,959.12",20121019,518.81,20121227,"2,985.90",20130417,"1,121.03",20121018,"21,518.71"
20121017,"1,955.15",20121018,514.16,20121226,"2,990.20",20130416,"1,113.95",20121017,"21,416.64"
20121016,"1,941.54",20121017,528.22,20121224,"3,012.60",20130415,"1,119.94",20121016,"21,207.07"
20121015,"1,925.59",20121016,530.23,20121221,"3,021.00",20130412,"1,129.50",20121015,"21,148.25"
20121012,"1,933.26",20121015,529.33,20121220,"3,050.40",20130411,"1,129.87",20121012,"21,136.43"
20121011,"1,933.09",20121012,539.86,20121219,"3,044.40",20130410,"1,135.55",20121011,"20,999.05"
20121010,"1,948.22",20121011,534.95,20121218,"3,054.50",20130409,"1,139.50",20121010,"20,919.60"
20121009,"1,979.04",20121010,533.86,20121217,"3,010.60",20130408,"1,142.76",20121009,"20,937.28"
20121008,"1,981.89",20121009,540.43,20121214,"2,971.30",20130405,"1,137.68",20121008,"20,824.56"
20121005,"1,995.17",20121008,537.79,20121213,"2,992.20",20130404,"1,124.93",20121005,"21,012.38"
20121004,"1,992.68",20121005,535.82,20121212,"3,013.80",20130403,"1,117.88",20121004,"20,907.95"
20121002,"1,996.03",20121004,531.44,20121211,"3,022.30",20130402,"1,118.17",20121003,"20,888.28"
20120928,"1,996.21",20121002,527.56,20121210,"2,987.00",20130401,"1,114.72",20120928,"20,840.38"
20120927,"1,988.70",20120928,523.78,20121207,"2,978.00",20130329,"1,111.35",20120927,"20,762.29"
20120926,"1,980.44",20120927,518.29,20121206,"2,989.30",20130328,"1,113.44",20120926,"20,527.73"
20120925,"1,991.41",20120926,520.71,20121205,"2,973.70",20130327,"1,111.90",20120925,"20,698.68"
20120924,"2,003.44",20120925,522.96,20121204,"2,996.70",20130326,"1,107.82",20120924,"20,694.70"
20120921,"2,002.37",20120924,532.28,20121203,"3,002.20",20130325,"1,111.50",20120921,"20,734.94"
20120920,"1,990.33",20120921,531.49,20121130,"3,010.20",20130322,"1,119.35",20120920,"20,590.92"
20120919,"2,007.88",20120920,528.06,20121129,"3,012.00",20130321,"1,116.20",20120919,"20,841.91"
20120918,"2,004.96",20120919,528.06,20121128,"2,991.80",20130320,"1,116.03",20120918,"20,601.93"
20120917,"2,002.35",20120918,523.52,20121127,"2,967.80",20130319,"1,113.33",20120917,"20,658.11"
20120914,"2,007.58",20120917,519,20121126,"2,976.80",20130318,"1,114.56",20120914,"20,629.78"
20120913,"1,950.69",20120914,519.14,20121123,"2,966.90",20130315,"1,110.64",20120913,"20,047.63"
20120912,"1,950.03",20120913,520.48,20121121,"2,926.60",20130314,"1,107.78",20120912,"20,075.39"
20120911,"1,920.00",20120912,517.52,20121120,"2,916.70",20130313,"1,098.67",20120911,"19,857.88"
20120910,"1,924.70",20120911,514.42,20121119,"2,916.10",20130312,"1,095.53",20120910,"19,827.17"
20120907,"1,929.58",20120910,512.11,20121116,"2,853.10",20130311,"1,094.45",20120907,"19,802.16"
20120906,"1,881.24",20120907,510.87,20121115,"2,836.90",20130308,"1,089.60",20120906,"19,209.30"
20120905,"1,874.03",20120906,506.72,20121114,"2,846.80",20130307,"1,087.74",20120905,"19,145.07"
20120904,"1,907.13",20120905,505.39,20121113,"2,883.90",20130306,"1,084.76",20120904,"19,429.91"
20120903,"1,912.71",20120904,507.41,20121112,"2,904.30",20130305,"1,086.63",20120903,"19,559.21"
20120831,"1,905.12",20120903,512.45,20121109,"2,904.90",20130304,"1,091.01",20120831,"19,482.57"
20120830,"1,906.38",20120831,508.35,20121108,"2,895.60",20130301,"1,084.65",20120830,"19,552.91"
20120829,"1,928.54",20120830,505.64,20121107,"2,937.30",20130228,"1,084.35",20120829,"19,788.51"
20120828,"1,916.33",20120829,505.32,20121106,"3,011.90",20130227,"1,084.88",20120828,"19,811.80"
20120827,"1,917.87",20120828,499.53,20121105,"2,999.70",20130226,"1,090.27",20120827,"19,798.67"
20120824,"1,919.81",20120827,493.83,20121102,"2,982.10",20130225,"1,086.50",20120824,"19,880.03"
20120823,"1,942.54",20120824,497.51,20121101,"3,020.10",20130222,"1,085.73",20120823,"20,132.24"
20120822,"1,935.19",20120823,499.34,20121031,"2,977.20",20130221,"1,087.25",20120822,"19,887.78"
20120821,"1,943.22",20120822,492.89,20121026,"2,987.90",20130220,"1,080.68",20120821,"20,100.09"
20120820,"1,946.31",20120821,491.72,20121025,"2,986.10",20130219,"1,080.50",20120820,"20,104.27"
20120817,"1,946.54",20120820,490.13,20121024,"2,981.70",20130218,"1,083.71",20120817,"20,116.07"
20120816,"1,957.91",20120817,487.26,20121023,"2,990.50",20130215,"1,079.00",20120816,"19,962.95"
20120814,"1,956.96",20120816,485.32,20121022,"3,017.00",20130214,"1,085.54",20120815,"20,052.29"
20120813,"1,932.44",20120814,480.74,20121019,"3,005.60",20130213,"1,086.67",20120814,"20,291.68"
20120810,"1,946.40",20120813,478.4,20121018,"3,072.90",20130212,"1,093.38",20120813,"20,081.36"
20120809,"1,940.59",20120810,475.51,20121017,"3,104.10",20130211,"1,096.00",20120810,"20,136.12"
20120808,"1,903.23",20120809,474.05,20121016,"3,101.20",20130208,"1,096.00",20120809,"20,269.47"
20120807,"1,886.80",20120808,471.42,20121015,"3,064.20",20130207,"1,090.40",20120808,"20,065.52"
20120806,"1,885.88",20120807,471.6,20121012,"3,044.10",20130206,"1,089.50",20120807,"20,072.55"
20120803,"1,848.68",20120806,469.61,20121011,"3,049.40",20130205,"1,086.87",20120806,"19,998.72"
20120802,"1,869.40",20120803,465.28,20121010,"3,051.80",20130204,"1,089.80",20120803,"19,666.18"
20120801,"1,879.93",20120802,466.63,20121009,"3,065.00",20130201,"1,095.19",20120802,"19,690.20"
20120731,"1,881.99",20120801,468.53,20121008,"3,112.40",20130131,"1,088.26",20120801,"19,820.38"
20120730,"1,843.79",20120731,467.61,20121005,"3,136.20",20130130,"1,086.30",20120731,"19,796.81"
20120727,"1,829.16",20120730,465.46,20121004,"3,149.50",20130129,"1,084.12",20120730,"19,585.40"
20120726,"1,782.47",20120727,464.72,20121003,"3,135.20",20130128,"1,091.92",20120727,"19,274.96"
20120725,"1,769.31",20120726,457.86,20121002,"3,120.00",20130125,"1,075.58",20120726,"18,892.79"
20120724,"1,793.93",20120725,454.72,20121001,"3,113.50",20130124,"1,069.15",20120725,"18,877.33"
20120723,"1,789.44",20120724,468.28,20120928,"3,116.20",20130123,"1,067.19",20120724,"18,903.20"
20120720,"1,822.93",20120723,472.24,20120927,"3,136.60",20130122,"1,063.66",20120723,"19,053.47"
20120719,"1,822.96",20120720,481.83,20120926,"3,093.70",20130121,"1,064.35",20120720,"19,640.80"
20120718,"1,794.91",20120719,478.68,20120925,"3,117.70",20130118,"1,058.35",20120719,"19,559.05"
20120717,"1,821.96",20120718,472.88,20120924,"3,160.80",20130117,"1,057.99",20120718,"19,239.88"
20120716,"1,817.79",20120717,480.61,20120921,"3,180.00",20130116,"1,058.80",20120717,"19,455.33"
20120713,"1,812.89",20120716,483.5,20120920,"3,176.00",20130115,"1,057.57",20120716,"19,121.34"
20120712,"1,785.39",20120713,484.32,20120919,"3,182.60",20130114,"1,056.50",20120713,"19,092.63"
20120711,"1,826.39",20120712,486.38,20120918,"3,177.80",20130111,"1,056.49",20120712,"19,025.11"
20120710,"1,829.45",20120711,491.93,20120917,"3,178.70",20130110,"1,058.57",20120711,"19,419.87"
20120709,"1,836.13",20120710,492.34,20120914,"3,183.90",20130109,"1,060.65",20120710,"19,396.36"
20120706,"1,858.20",20120709,495.23,20120913,"3,155.80",20130108,"1,064.15",20120709,"19,428.09"
20120705,"1,875.49",20120706,497.21,20120912,"3,114.30",20130107,"1,063.21",20120706,"19,800.64"
20120704,"1,874.45",20120705,497.34,20120911,"3,104.50",20130104,"1,062.39",20120705,"19,809.13"
20120703,"1,867.82",20120704,495.81,20120910,"3,104.00",20130103,"1,063.20",20120704,"19,709.75"
20120702,"1,851.65",20120703,493.91,20120907,"3,136.40",20130102,"1,063.50",20120703,"19,735.53"
20120629,"1,854.01",20120702,490.43,20120906,"3,135.80",20130101,"1,063.64",20120629,"19,441.46"
20120628,"1,819.18",20120629,489.16,20120905,"3,069.30",20121231,"1,063.64",20120628,"19,025.27"
20120627,"1,817.65",20120628,485.91,20120904,"3,075.10",20121228,"1,067.64",20120627,"19,176.95"
20120626,"1,817.81",20120627,483.03,20120831,"3,067.00",20121227,"1,072.51",20120626,"18,981.84"
20120625,"1,825.38",20120626,484.34,20120830,"3,048.70",20121226,"1,073.50",20120625,"18,897.45"
20120622,"1,847.39",20120625,484.44,20120829,"3,081.20",20121225,"1,073.50",20120622,"18,995.13"
20120621,"1,889.15",20120622,485.19,20120828,"3,077.10",20121224,"1,073.50",20120621,"19,265.07"
20120620,"1,904.12",20120621,485.18,20120827,"3,073.20",20121221,"1,075.90",20120620,"19,518.85"
20120619,"1,891.77",20120620,484.55,20120824,"3,069.80",20121220,"1,074.60",20120619,"19,416.67"
20120618,"1,891.71",20120619,478.36,20120823,"3,053.40",20121219,"1,072.50",20120618,"19,427.81"
20120615,"1,858.16",20120618,475.26,20120822,"3,073.70",20121218,"1,073.00",20120615,"19,233.94"
20120614,"1,871.48",20120615,467.75,20120821,"3,067.30",20121217,"1,072.50",20120614,"18,808.40"
20120613,"1,859.32",20120614,472.03,20120820,"3,076.20",20121214,"1,075.19",20120613,"19,026.52"
20120612,"1,854.74",20120613,470.96,20120817,"3,076.60",20121213,"1,074.35",20120612,"18,872.56"
20120611,"1,867.04",20120612,471.97,20120816,"3,062.40",20121212,"1,073.60",20120611,"18,953.63"
20120608,"1,835.64",20120611,469.59,20120815,"3,030.90",20121211,"1,075.25",20120608,"18,502.34"
20120607,"1,847.95",20120608,461.99,20120814,"3,017.00",20121210,"1,077.68",20120607,"18,678.29"
20120605,"1,801.85",20120607,466.18,20120813,"3,022.50",20121207,"1,082.06",20120606,"18,520.53"
20120604,"1,783.13",20120605,456.68,20120810,"3,020.90",20121206,"1,083.50",20120605,"18,259.03"
20120601,"1,834.51",20120604,450.84,20120809,"3,018.60",20121205,"1,082.69",20120604,"18,185.59"
20120531,"1,843.47",20120601,472.13,20120808,"3,011.30",20121204,"1,084.01",20120601,"18,558.34"
20120530,"1,844.86",20120531,471.94,20120807,"3,015.90",20121203,"1,083.35",20120531,"18,629.52"
20120529,"1,849.91",20120530,469.62,20120806,"2,989.90",20121130,"1,082.50",20120530,"18,690.22"
20120525,"1,824.17",20120529,470.02,20120803,"2,967.90",20121129,"1,083.30",20120529,"19,055.46"
20120524,"1,814.47",20120525,462.4,20120802,"2,909.80",20121128,"1,085.50",20120528,"18,800.99"
20120523,"1,808.62",20120524,455.72,20120801,"2,920.20",20121127,"1,086.57",20120525,"18,713.41"
20120522,"1,828.69",20120523,455.9,20120731,"2,939.50",20121126,"1,086.02",20120524,"18,666.40"
20120521,"1,799.13",20120522,461.45,20120730,"2,945.80",20121123,"1,085.55",20120523,"18,786.19"
20120518,"1,782.46",20120521,448.89,20120727,"2,958.10",20121122,"1,085.61",20120522,"19,039.15"
20120517,"1,845.24",20120518,448.68,20120726,"2,893.30",20121121,"1,082.50",20120521,"18,922.32"
20120516,"1,840.53",20120517,468.13,20120725,"2,854.20",20121120,"1,083.08",20120518,"18,951.85"
20120515,"1,898.96",20120516,465.01,20120724,"2,863.00",20121119,"1,086.50",20120517,"19,200.93"
20120514,"1,913.73",20120515,480.5,20120723,"2,890.10",20121116,"1,092.50",20120516,"19,259.83"
20120511,"1,917.13",20120514,488.53,20120720,"2,925.30",20121115,"1,088.71",20120515,"19,894.31"
20120510,"1,944.93",20120511,493.66,20120719,"2,965.90",20121114,"1,086.50",20120514,"19,735.04"
20120509,"1,950.29",20120510,494.27,20120718,"2,942.60",20121113,"1,089.84",20120511,"19,964.63"
20120508,"1,967.01",20120509,491.56,20120717,"2,910.00",20121112,"1,090.00",20120510,"20,227.28"
20120507,"1,956.44",20120508,494.6,20120716,"2,896.90",20121109,"1,088.00",20120509,"20,330.64"
20120504,"1,989.15",20120507,487.01,20120713,"2,908.50",20121108,"1,089.37",20120508,"20,484.75"
20120503,"1,995.11",20120504,490.53,20120712,"2,866.20",20121107,"1,087.00",20120507,"20,536.65"
20120502,"1,999.07",20120503,487.44,20120711,"2,888.00",20121106,"1,090.22",20120504,"21,086.00"
20120430,"1,981.99",20120502,485.54,20120710,"2,902.30",20121105,"1,091.00",20120503,"21,249.53"
20120427,"1,975.35",20120430,478.89,20120709,"2,931.80",20121102,"1,091.65",20120502,"21,309.08"
20120426,"1,964.04",20120427,479.08,20120706,"2,937.30",20121101,"1,090.67",20120430,"21,094.21"
20120425,"1,961.98",20120426,476.62,20120705,"2,976.10",20121031,"1,090.32",20120427,"20,741.45"
20120424,"1,963.42",20120425,483.48,20120703,"2,976.10",20121030,"1,091.35",20120426,"20,809.71"
20120423,"1,972.63",20120424,487.62,20120702,"2,951.20",20121029,"1,098.01",20120425,"20,646.29"
20120420,"1,974.65",20120423,495.02,20120629,"2,935.10",20121026,"1,097.58",20120424,"20,677.16"
20120419,"1,999.86",20120420,497.56,20120628,"2,849.50",20121025,"1,098.20",20120423,"20,624.39"
20120418,"2,004.53",20120419,501.92,20120627,"2,875.30",20121024,"1,104.00",20120420,"21,010.64"
20120417,"1,985.30",20120418,503.63,20120626,"2,854.10",20121023,"1,103.45",20120419,"20,995.01"
20120416,"1,992.63",20120417,500.38,20120625,"2,836.20",20121022,"1,104.60",20120418,"20,780.73"
20120413,"2,008.91",20120416,501.09,20120622,"2,892.40",20121019,"1,105.66",20120417,"20,562.31"
20120412,"1,986.63",20120413,499.46,20120621,"2,859.10",20121018,"1,105.05",20120416,"20,610.64"
20120410,"1,994.41",20120412,485.71,20120620,"2,930.40",20121017,"1,104.89",20120413,"20,701.04"
20120409,"1,997.08",20120410,484.77,20120619,"2,929.80",20121016,"1,106.59",20120412,"20,327.32"
20120406,"2,029.03",20120409,486.8,20120618,"2,895.30",20121015,"1,110.50",20120411,"20,140.67"
20120405,"2,028.77",20120406,503.41,20120615,"2,872.80",20121012,"1,111.00",20120410,"20,356.24"
20120404,"2,018.61",20120405,503.34,20120614,"2,836.30",20121011,"1,113.17",20120405,"20,593.00"
20120403,"2,049.28",20120404,502.97,20120613,"2,818.60",20121010,"1,114.42",20120403,"20,790.98"
20120402,"2,029.29",20120403,515.83,20120612,"2,843.10",20121009,"1,111.62",20120402,"20,522.26"
20120330,"2,014.04",20120402,521.8,20120611,"2,809.70",20121008,"1,111.74",20120330,"20,555.58"
20120329,"2,014.41",20120330,519.56,20120608,"2,858.40",20121005,"1,110.42",20120329,"20,609.39"
20120328,"2,031.74",20120329,514.21,20120607,"2,831.00",20121004,"1,112.23",20120328,"20,885.42"
20120327,"2,039.76",20120328,519.56,20120606,"2,844.70",20121003,"1,113.46",20120327,"21,046.91"
20120326,"2,019.19",20120327,521.74,20120605,"2,778.10",20121002,"1,113.48",20120326,"20,668.86"
20120323,"2,026.83",20120326,523.39,20120604,"2,760.00",20121001,"1,112.59",20120323,"20,668.80"
20120322,"2,026.12",20120323,527.47,20120601,"2,747.50",20120928,"1,113.67",20120322,"20,901.56"
20120321,"2,027.23",20120322,527.9,20120531,"2,827.30",20120927,"1,116.63",20120321,"20,856.63"
20120320,"2,042.15",20120321,533.93,20120530,"2,837.40",20120926,"1,119.41",20120320,"20,888.24"
20120319,"2,047.00",20120320,535.55,20120529,"2,871.00",20120925,"1,118.72",20120319,"21,115.29"
20120316,"2,034.44",20120319,539.83,20120525,"2,837.50",20120924,"1,120.72",20120316,"21,317.85"
20120315,"2,043.76",20120316,539.78,20120524,"2,839.40",20120921,"1,119.50",20120315,"21,353.53"
20120314,"2,045.08",20120315,538.31,20120523,"2,850.10",20120920,"1,118.65",20120314,"21,307.89"
